threshold,precision,recall,f1,false_positive_rate,false_negative_rate,tp,fp,tn,fn
0.01369155108921288,0.7736842105263158,1.0,0.8724035608308606,0.2327469553450609,0.0,588.0,172.0,567.0,0.0
0.013930133776834523,0.7747035573122529,1.0,0.8730512249443207,0.2313937753721245,0.0,588.0,171.0,568.0,0.0
0.014016351738983234,0.7757255936675461,1.0,0.8736998514115899,0.23004059539918809,0.0,588.0,170.0,569.0,0.0
0.014688904338678218,0.7978290366350068,1.0,0.8875471698113208,0.20162381596752368,0.0,588.0,149.0,590.0,0.0
0.015037004193975018,0.7989130434782609,1.0,0.8882175226586103,0.20027063599458728,0.0,588.0,148.0,591.0,0.0
0.015202218729557553,0.8,1.0,0.8888888888888888,0.19891745602165087,0.0,588.0,147.0,592.0,0.0
0.01539322449505383,0.8010899182561307,1.0,0.8895612708018155,0.1975642760487145,0.0,588.0,146.0,593.0,0.0
0.015469437656311449,0.8132780082987552,1.0,0.897025171624714,0.18267929634641408,0.0,588.0,135.0,604.0,0.0
0.01565622977288904,0.814404432132964,1.0,0.8977099236641222,0.18132611637347767,0.0,588.0,134.0,605.0,0.0
0.015905924918536807,0.8155339805825242,1.0,0.8983957219251337,0.17997293640054127,0.0,588.0,133.0,606.0,0.0
